# Avastel long time infected IPs blocklist
# Last update: Mon Mar 04 2024 00:03:51 GMT+0000 (Coordinated Universal Time)
# Number IPs blocked: 12735

ip_address;num_days;autonomous_system
31.223.22.218;24;TurkNet Iletisim Hizmetleri A.S.
31.223.47.147;40;TurkNet Iletisim Hizmetleri A.S.
31.223.114.139;17;TurkNet Iletisim Hizmetleri A.S.
32.59.68.171;16;ATGS-MMD-AS
32.115.63.110;28;ATGS-MMD-AS
32.140.187.14;25;ATT-INTERNET4
32.140.193.14;24;ATT-INTERNET4
32.142.157.214;18;ATT-INTERNET4
34.76.96.55;55;GOOGLE
34.76.158.233;56;GOOGLE
34.77.127.183;57;GOOGLE
34.78.6.216;59;GOOGLE
34.78.249.41;56;GOOGLE
34.79.162.186;56;GOOGLE
34.100.230.128;20;GOOGLE
34.140.130.61;57;GOOGLE
34.140.248.32;57;GOOGLE
35.130.97.38;32;CHARTER-20115
35.161.55.221;18;AMAZON-02
35.187.98.121;56;GOOGLE
35.190.199.12;59;GOOGLE
35.195.93.98;58;GOOGLE
35.202.9.133;52;GOOGLE
35.203.210.19;20;GOOGLE
35.216.133.23;17;GOOGLE
35.216.233.65;20;GOOGLE
35.240.121.17;58;GOOGLE
36.142.171.206;47;Guangdong Mobile Communication Co.Ltd.
36.91.108.27;58;PT Telekomunikasi Indonesia
36.95.43.29;33;PT Telekomunikasi Indonesia
36.64.62.69;40;PT Telekomunikasi Indonesia
36.92.140.227;29;PT Telekomunikasi Indonesia
36.255.225.138;43;R. K. INFRATEL LIMITED
36.95.189.139;51;PT Telekomunikasi Indonesia
36.88.6.39;55;PT Telekomunikasi Indonesia
36.64.56.203;23;PT Telekomunikasi Indonesia
36.66.235.95;27;PT Telekomunikasi Indonesia
36.64.147.135;59;PT Telekomunikasi Indonesia
36.92.161.167;30;PT Telekomunikasi Indonesia
36.129.20.213;34;China Mobile communications corporation
36.64.160.122;18;PT Telekomunikasi Indonesia
36.66.132.2;30;PT Telekomunikasi Indonesia
36.66.248.125;31;PT Telekomunikasi Indonesia
36.92.226.122;52;PT Telekomunikasi Indonesia
36.91.222.100;55;PT Telekomunikasi Indonesia
36.92.38.73;36;PT Telekomunikasi Indonesia
36.93.126.210;58;
36.94.95.202;41;PT Telekomunikasi Indonesia
36.95.98.189;55;PT Telekomunikasi Indonesia
36.255.227.18;33;R. K. INFRATEL LIMITED
36.136.57.140;49;Guangdong Mobile Communication Co.Ltd.
36.91.111.81;38;PT Telekomunikasi Indonesia
36.66.63.58;31;PT Telekomunikasi Indonesia
36.26.57.202;42;Chinanet
36.64.65.61;26;PT Telekomunikasi Indonesia
36.93.18.35;41;
36.95.16.251;29;PT Telekomunikasi Indonesia
36.88.185.10;50;PT Telekomunikasi Indonesia
36.94.232.127;51;PT Telekomunikasi Indonesia
36.95.14.145;58;PT Telekomunikasi Indonesia
36.95.42.82;43;PT Telekomunikasi Indonesia
36.88.191.170;51;PT Telekomunikasi Indonesia
36.136.71.46;21;Guangdong Mobile Communication Co.Ltd.
36.95.238.59;37;PT Telekomunikasi Indonesia
36.255.159.194;52;DISHAWAVES INFONET PVT. LTD
36.135.65.197;19;China Mobile Group JiLin communications corporation
36.66.36.11;39;PT Telekomunikasi Indonesia
36.89.149.213;19;PT Telekomunikasi Indonesia
36.91.155.42;35;PT Telekomunikasi Indonesia
36.93.36.117;28;
36.92.240.35;42;PT Telekomunikasi Indonesia
36.95.137.97;31;PT Telekomunikasi Indonesia
36.67.114.236;53;PT Telekomunikasi Indonesia
36.93.241.17;40;
36.64.11.241;16;PT Telekomunikasi Indonesia
36.91.147.91;39;PT Telekomunikasi Indonesia
36.91.123.138;20;PT Telekomunikasi Indonesia
36.93.175.81;17;
36.64.31.210;50;PT Telekomunikasi Indonesia
36.94.46.50;28;PT Telekomunikasi Indonesia
36.94.222.209;58;PT Telekomunikasi Indonesia
36.91.180.194;53;PT Telekomunikasi Indonesia
36.64.198.111;22;PT Telekomunikasi Indonesia
36.66.247.227;31;PT Telekomunikasi Indonesia
36.88.43.154;37;PT Telekomunikasi Indonesia
36.136.71.82;17;Guangdong Mobile Communication Co.Ltd.
36.64.56.215;53;PT Telekomunikasi Indonesia
36.64.62.51;56;PT Telekomunikasi Indonesia
36.136.71.103;24;Guangdong Mobile Communication Co.Ltd.
36.92.174.35;51;PT Telekomunikasi Indonesia
36.92.144.143;50;PT Telekomunikasi Indonesia
36.93.152.154;23;
36.95.68.210;16;PT Telekomunikasi Indonesia
36.147.36.8;36;Guangdong Mobile Communication Co.Ltd.
36.64.62.21;46;PT Telekomunikasi Indonesia
36.89.64.35;58;PT Telekomunikasi Indonesia
36.91.39.59;52;PT Telekomunikasi Indonesia
36.64.62.63;20;PT Telekomunikasi Indonesia
36.93.83.245;28;
36.95.57.186;41;PT Telekomunikasi Indonesia
36.64.68.133;48;PT Telekomunikasi Indonesia
36.93.186.113;47;
36.91.45.27;43;PT Telekomunikasi Indonesia
36.92.185.127;45;PT Telekomunikasi Indonesia
36.93.167.103;28;
36.92.104.139;23;PT Telekomunikasi Indonesia
36.91.66.171;39;PT Telekomunikasi Indonesia
36.92.39.135;38;PT Telekomunikasi Indonesia
36.111.146.78;27;Cloud Computing Corporation
36.94.166.203;39;PT Telekomunikasi Indonesia
36.64.199.4;36;PT Telekomunikasi Indonesia
36.89.110.2;42;PT Telekomunikasi Indonesia
36.94.128.162;30;PT Telekomunikasi Indonesia
36.91.166.10;52;PT Telekomunikasi Indonesia
36.255.185.88;15;Fivenetwork Solution India Pvt Ltd Internet
36.92.186.58;15;PT Telekomunikasi Indonesia
36.64.10.42;59;PT Telekomunikasi Indonesia
36.91.151.2;47;PT Telekomunikasi Indonesia
36.95.154.165;39;PT Telekomunikasi Indonesia
36.92.107.3;52;PT Telekomunikasi Indonesia
36.66.160.218;34;PT Telekomunikasi Indonesia
36.156.22.4;59;China Mobile communications corporation
36.64.38.234;37;PT Telekomunikasi Indonesia
36.92.59.223;55;PT Telekomunikasi Indonesia
36.67.248.58;48;PT Telekomunikasi Indonesia
36.89.234.129;34;PT Telekomunikasi Indonesia
36.64.21.106;42;PT Telekomunikasi Indonesia
36.94.104.143;34;PT Telekomunikasi Indonesia
36.64.182.50;38;PT Telekomunikasi Indonesia
36.64.214.82;55;PT Telekomunikasi Indonesia
36.139.61.15;53;Guangdong Mobile Communication Co.Ltd.
36.93.120.129;48;
36.92.197.123;16;PT Telekomunikasi Indonesia
36.94.58.26;22;PT Telekomunikasi Indonesia
36.64.54.130;34;PT Telekomunikasi Indonesia
36.64.108.169;43;PT Telekomunikasi Indonesia
36.88.183.202;48;PT Telekomunikasi Indonesia
36.93.14.219;30;
36.64.62.23;38;PT Telekomunikasi Indonesia
36.88.14.114;45;PT Telekomunikasi Indonesia
36.64.62.39;26;PT Telekomunikasi Indonesia
36.95.57.34;59;PT Telekomunikasi Indonesia
36.75.212.193;51;PT Telekomunikasi Indonesia
36.84.52.249;53;PT Telekomunikasi Indonesia
36.92.103.83;43;PT Telekomunikasi Indonesia
36.113.29.65;16;IOT Jiangsu network, Chinatelecom, P.R.China.
36.66.170.47;28;PT Telekomunikasi Indonesia
36.66.97.173;27;PT Telekomunikasi Indonesia
36.95.86.146;32;PT Telekomunikasi Indonesia
36.66.68.10;44;PT Telekomunikasi Indonesia
36.91.210.53;51;PT Telekomunikasi Indonesia
36.93.36.121;57;
36.64.1.31;48;PT Telekomunikasi Indonesia
36.95.240.127;15;PT Telekomunikasi Indonesia
36.89.217.146;55;PT Telekomunikasi Indonesia
36.255.85.221;56;Gatik Business Solutions
36.67.142.207;20;PT Telekomunikasi Indonesia
36.136.71.65;34;Guangdong Mobile Communication Co.Ltd.
36.88.117.202;56;PT Telekomunikasi Indonesia
36.64.62.3;24;PT Telekomunikasi Indonesia
36.66.203.237;19;PT Telekomunikasi Indonesia
36.91.9.186;47;PT Telekomunikasi Indonesia
36.91.171.37;33;PT Telekomunikasi Indonesia
36.64.201.218;28;PT Telekomunikasi Indonesia
36.89.50.234;38;PT Telekomunikasi Indonesia
36.66.252.166;33;PT Telekomunikasi Indonesia
36.76.193.255;23;PT Telekomunikasi Indonesia
36.93.135.113;51;
36.110.228.254;59;IDC, China Telecommunications Corporation
36.64.56.199;33;PT Telekomunikasi Indonesia
36.64.56.189;36;PT Telekomunikasi Indonesia
36.64.230.130;38;PT Telekomunikasi Indonesia
36.91.210.57;44;PT Telekomunikasi Indonesia
36.93.3.119;30;
36.142.163.153;20;Guangdong Mobile Communication Co.Ltd.
36.111.174.56;27;Cloud Computing Corporation
36.95.62.27;55;PT Telekomunikasi Indonesia
36.64.62.33;55;PT Telekomunikasi Indonesia
36.92.60.154;54;PT Telekomunikasi Indonesia
36.67.25.211;56;PT Telekomunikasi Indonesia
36.66.146.93;28;PT Telekomunikasi Indonesia
36.95.251.57;30;PT Telekomunikasi Indonesia
36.255.227.50;50;R. K. INFRATEL LIMITED
36.136.56.162;54;Guangdong Mobile Communication Co.Ltd.
36.26.90.235;17;CT-HangZhou-IDC
36.64.62.239;16;PT Telekomunikasi Indonesia
36.64.88.141;40;PT Telekomunikasi Indonesia
36.64.56.237;18;PT Telekomunikasi Indonesia
36.95.49.115;57;PT Telekomunikasi Indonesia
36.95.173.194;35;PT Telekomunikasi Indonesia
36.64.56.213;43;PT Telekomunikasi Indonesia
36.93.62.98;18;
36.94.4.69;21;PT Telekomunikasi Indonesia
36.66.34.61;45;PT Telekomunikasi Indonesia
36.94.53.170;33;PT Telekomunikasi Indonesia
36.142.137.222;48;Guangdong Mobile Communication Co.Ltd.
36.64.62.65;15;PT Telekomunikasi Indonesia
36.66.191.197;49;PT Telekomunikasi Indonesia
36.64.122.218;31;PT Telekomunikasi Indonesia
36.95.29.61;47;PT Telekomunikasi Indonesia
36.91.208.82;35;PT Telekomunikasi Indonesia
36.90.118.16;18;PT Telekomunikasi Indonesia
36.129.135.67;53;China Mobile communications corporation
36.64.9.250;26;PT Telekomunikasi Indonesia
36.91.104.21;24;PT Telekomunikasi Indonesia
36.64.56.229;23;PT Telekomunikasi Indonesia
36.113.38.85;15;IOT Jiangsu network, Chinatelecom, P.R.China.
36.64.202.215;57;PT Telekomunikasi Indonesia
36.156.22.3;19;China Mobile communications corporation
36.64.40.201;37;PT Telekomunikasi Indonesia
36.93.83.73;26;
36.66.74.234;54;PT Telekomunikasi Indonesia
36.92.111.149;16;PT Telekomunikasi Indonesia
36.93.56.252;40;
36.37.92.147;24;Network Access Provider and Internet Service Provider
36.64.201.253;43;PT Telekomunikasi Indonesia
36.91.5.138;32;PT Telekomunikasi Indonesia
36.64.85.236;15;PT Telekomunikasi Indonesia
36.66.67.254;48;PT Telekomunikasi Indonesia
36.66.232.122;54;PT Telekomunikasi Indonesia
36.92.63.66;44;PT Telekomunikasi Indonesia
37.1.83.53;46;Yarnet Ltd
37.1.195.106;24;Leaseweb Deutschland GmbH
37.10.76.171;21;Soluciones Corporativas IP, SL
37.10.77.5;15;Soluciones Corporativas IP, SL
37.26.140.169;24;Societatea mixta pe actiuni de tip inchis Interdnestrcom
37.28.186.59;32;PJSC MegaFon
37.29.15.90;45;PJSC MegaFon
37.29.15.110;15;PJSC MegaFon
37.29.17.165;49;PJSC MegaFon
37.29.41.137;18;PJSC MegaFon
37.29.66.63;46;PJSC MegaFon
37.29.119.35;39;PJSC MegaFon
37.29.121.84;33;PJSC MegaFon
37.32.66.242;23;Seabak LLC
37.34.156.209;20;Mobile Telecommunications Company
37.34.180.142;52;Mobile Telecommunications Company
37.34.180.233;26;Mobile Telecommunications Company
37.34.208.144;48;Mobile Telecommunications Company
37.34.239.194;41;Mobile Telecommunications Company
37.34.244.93;48;Mobile Telecommunications Company
37.36.167.31;21;Mobile Telecommunications Company
37.40.224.10;31;Oman Telecommunications Company (S.A.O.G)
37.44.238.66;27;Harmony Hosting SARL
37.44.238.97;18;Harmony Hosting SARL
37.46.97.200;41;X-communication Llp
37.52.12.242;38;PJSC Ukrtelecom
37.52.169.124;39;PJSC Ukrtelecom
37.53.64.236;48;PJSC Ukrtelecom
37.53.81.171;40;PJSC Ukrtelecom
37.53.101.84;23;PJSC Ukrtelecom
37.53.217.195;47;PJSC Ukrtelecom
37.54.49.249;29;PJSC Ukrtelecom
37.54.132.243;34;PJSC Ukrtelecom
37.55.118.160;25;PJSC Ukrtelecom
37.57.94.151;30;Content Delivery Network Ltd
37.71.110.170;18;SFR SA
37.79.203.142;54;Rostelecom
37.79.203.143;51;Rostelecom
37.79.203.152;47;Rostelecom
37.79.252.118;35;Rostelecom
37.79.254.243;41;Rostelecom
37.98.159.221;55;LLC Babilon-T
37.98.196.224;31;Ellinika Diktia Kalodion Mepe
37.131.224.130;50;Delta Comm LLC
37.131.224.158;57;Delta Comm LLC
37.142.122.78;54;Hot-Net internet services Ltd.
37.143.26.70;48;JSC Severen-Telecom
37.144.193.24;26;PVimpelCom
37.157.213.7;29;Ucom CJSC
37.157.213.84;43;Ucom CJSC
37.157.214.113;32;Ucom CJSC
37.157.218.153;35;Ucom CJSC
37.157.219.115;39;Ucom CJSC
37.157.219.125;49;Ucom CJSC
37.182.196.137;55;Vodafone Italia S.p.A.
37.186.124.222;35;GNC-Alfa CJSC
37.187.104.127;42;OVH SAS
37.190.61.94;30;PJSC Moscow city telephone network
37.190.61.126;31;PJSC Moscow city telephone network
37.190.61.230;53;PJSC Moscow city telephone network
37.190.61.255;58;PJSC Moscow city telephone network
37.193.121.235;44;Novotelecom Ltd
37.193.165.124;35;Novotelecom Ltd
37.193.227.5;20;Novotelecom Ltd
37.194.180.54;50;Novotelecom Ltd
37.195.234.196;43;Novotelecom Ltd
37.207.60.114;19;Telecom Italia
37.208.44.186;39;JSC Transtelecom
37.222.191.86;22;Vodafone Spain
37.224.9.97;19;Saudi Telecom Company JSC
37.228.66.82;26;Jusan Mobile JSC
37.228.67.146;41;Jusan Mobile JSC
37.230.150.207;24;KTI ltd
37.230.234.69;27;Yug-Telecom Ltd.
37.232.17.186;21;JSC Silknet
37.235.171.160;57;LANTA Ltd
37.238.131.190;57;EarthLink Ltd. Communications&Internet Services
37.238.255.148;27;EarthLink Ltd. Communications&Internet Services
37.252.70.254;56;Ucom CJSC
37.252.85.218;27;Ucom CJSC
38.7.24.36;22;COGENT-174
38.9.57.43;46;COGENT-174
38.10.70.121;48;Gibirnet Iletisim Hizmetleri Sanayi Ve Ticaret Limited Sirketi
38.43.133.122;54;COGENT-174
38.50.8.131;37;COGENT-174
38.52.141.34;18;COGENT-174
38.52.141.119;36;COGENT-174
38.53.225.74;59;COGENT-174
38.53.241.118;33;COGENT-174
38.83.91.3;15;COGENT-174
38.95.101.74;48;COGENT-174
38.111.140.238;18;COGENT-174
38.125.207.82;42;HONEST
38.140.131.114;59;COGENT-174
38.142.5.30;26;COGENT-174
38.156.67.194;34;COGENT-174
38.180.71.112;15;COGENT-174
38.183.1.83;15;COGENT-174
39.33.116.165;23;Pakistan Telecommunication Company Limited
39.43.164.146;16;Pakistan Telecommunication Company Limited
39.44.140.228;21;Pakistan Telecommunication Company Limited
39.47.96.191;19;Pakistan Telecommunication Company Limited
39.110.54.251;40;Sony Network Communications Inc.
39.144.182.8;32;Henan Mobile Communications Co.,Ltd
39.152.4.162;27;China Mobile communications corporation
39.152.34.207;38;China Mobile communications corporation
39.152.51.28;55;China Mobile communications corporation
39.152.67.222;40;China Mobile communications corporation
39.152.77.211;44;China Mobile communications corporation
39.152.112.168;40;China Mobile communications corporation
39.152.136.103;26;China Mobile communications corporation
39.152.144.113;19;China Mobile communications corporation
39.152.155.59;51;China Mobile communications corporation
39.153.150.89;58;Guangdong Mobile Communication Co.Ltd.
39.153.157.108;50;Guangdong Mobile Communication Co.Ltd.
39.153.158.181;55;Guangdong Mobile Communication Co.Ltd.
39.153.167.219;49;Guangdong Mobile Communication Co.Ltd.
39.153.170.5;19;Guangdong Mobile Communication Co.Ltd.
39.153.181.94;51;Guangdong Mobile Communication Co.Ltd.
39.153.218.42;44;Guangdong Mobile Communication Co.Ltd.
39.164.102.18;18;Henan Mobile Communications Co.,Ltd
39.170.26.74;54;China Mobile communications corporation
39.170.50.82;32;China Mobile communications corporation
39.170.77.2;21;China Mobile communications corporation
39.171.94.81;22;China Mobile communications corporation
39.172.125.230;21;China Mobile communications corporation
39.173.95.32;28;China Mobile communications corporation
39.174.41.191;39;China Mobile communications corporation
39.174.199.33;59;China Mobile communications corporation
39.184.141.225;25;China Mobile communications corporation
39.184.196.218;49;China Mobile communications corporation
39.184.226.91;37;China Mobile communications corporation
39.188.125.8;16;China Mobile communications corporation
40.128.65.161;56;WINDSTREAM
40.128.65.164;57;WINDSTREAM
40.137.130.181;16;WINDSTREAM
41.23.235.197;38;
41.23.239.226;42;
41.32.5.226;55;TE-AS
41.32.67.218;48;TE-AS
41.32.93.123;42;TE-AS
41.32.97.242;31;TE-AS
41.32.160.122;42;TE-AS
41.32.224.10;40;TE-AS
41.32.239.247;55;TE-AS
41.32.249.194;16;TE-AS
41.33.9.66;30;TE-AS
41.33.12.42;39;TE-AS
41.33.16.4;21;TE-AS
41.33.29.194;52;TE-AS
41.33.37.19;29;TE-AS
41.33.45.114;56;TE-AS
41.33.56.85;33;TE-AS
41.33.58.100;57;TE-AS
41.33.80.94;44;TE-AS
41.33.88.212;20;TE-AS
41.33.131.108;46;TE-AS
41.33.140.13;31;TE-AS
41.33.149.161;36;TE-AS
41.33.159.1;40;TE-AS
41.33.164.91;38;TE-AS
41.33.164.94;38;TE-AS
41.33.179.50;54;TE-AS
41.33.179.66;23;TE-AS
41.33.183.196;43;TE-AS
41.33.187.185;42;TE-AS
41.33.190.115;36;TE-AS
41.33.197.132;52;TE-AS
41.33.199.11;55;TE-AS
41.33.199.218;19;TE-AS
41.33.205.130;39;TE-AS
41.33.224.195;31;TE-AS
41.33.224.198;42;TE-AS
41.33.225.73;51;TE-AS
41.33.228.158;43;TE-AS
41.33.229.121;18;TE-AS
41.38.0.108;49;TE-AS
41.38.8.100;21;TE-AS
41.38.16.98;51;TE-AS
41.38.16.234;32;TE-AS
41.38.16.237;48;TE-AS
41.38.21.95;35;TE-AS
41.38.21.96;37;TE-AS
41.38.25.202;50;TE-AS
41.38.31.7;19;TE-AS
41.38.32.38;57;TE-AS
41.38.32.180;33;TE-AS
41.38.51.128;41;TE-AS
41.38.51.153;43;TE-AS
41.38.51.212;21;TE-AS
41.38.56.28;33;TE-AS
41.38.58.80;42;TE-AS
41.38.68.210;19;TE-AS
41.38.70.240;42;TE-AS
41.38.97.213;16;TE-AS
41.38.113.214;44;TE-AS
41.38.127.37;44;TE-AS
41.38.127.148;38;TE-AS
41.38.193.87;52;TE-AS
41.38.193.98;16;TE-AS
41.38.193.241;35;TE-AS
41.38.194.76;54;TE-AS
41.38.194.199;33;TE-AS
41.38.203.146;52;TE-AS
41.38.207.7;46;TE-AS
41.38.207.180;42;TE-AS
41.38.207.214;42;TE-AS
41.38.210.138;32;TE-AS
41.38.218.243;26;TE-AS
41.38.219.239;26;TE-AS
41.59.90.66;53;TTCLDATA
41.59.206.7;43;TTCLDATA
41.59.214.53;32;TTCLDATA
41.63.6.61;19;ZAMREN
41.65.30.137;44;Etisalat Misr
41.65.60.86;54;Etisalat Misr
41.65.226.84;54;Etisalat Misr
41.71.40.66;19;RSAWEB Internet Services
41.72.202.86;55;Liquid Telecommunications Ltd
41.72.202.163;54;Liquid Telecommunications Ltd
41.72.213.122;51;Liquid Telecommunications Ltd
41.75.87.46;15;MAINONE
41.75.89.118;57;MAINONE
41.76.154.134;18;SWIFTTALK
41.78.77.62;41;POWERTEL
41.78.247.210;39;Webstorm
41.84.129.98;37;Liquid Telecommunications Ltd
41.85.185.28;55;Office des Postes et telecommunications du Benin
41.86.151.243;41;Cobranet Limited
41.89.51.26;32;Kenya Education Network
41.89.56.2;31;Kenya Education Network
41.89.165.6;34;Kenya Education Network
41.89.183.254;46;Kenya Education Network
41.89.224.181;28;Kenya Education Network
41.106.128.125;48;Telecom Algeria
41.106.128.126;48;Telecom Algeria
41.110.141.10;36;Telecom Algeria
41.110.141.158;47;Telecom Algeria
41.110.147.50;44;Telecom Algeria
41.110.179.59;57;Telecom Algeria
41.110.179.238;45;Telecom Algeria
41.110.185.2;33;Telecom Algeria
41.111.130.124;55;Telecom Algeria
41.111.132.94;56;Telecom Algeria
41.111.138.122;56;Telecom Algeria
41.111.147.17;58;Telecom Algeria
41.111.150.13;52;Telecom Algeria
41.111.150.217;27;Telecom Algeria
41.111.166.134;53;Telecom Algeria
41.111.178.34;55;Telecom Algeria
41.111.179.26;46;Telecom Algeria
41.111.188.15;34;Telecom Algeria
41.111.188.33;42;Telecom Algeria
41.111.188.86;57;Telecom Algeria
41.111.198.116;36;Telecom Algeria
41.111.213.190;58;Telecom Algeria
41.111.215.65;45;Telecom Algeria
41.111.224.101;46;Telecom Algeria
41.128.164.83;49;LINKdotNET
41.129.105.54;44;LINKdotNET
41.129.134.243;17;LINKdotNET
41.130.228.121;23;LINKdotNET
41.135.14.150;17;OPTINET
41.137.98.145;58;MAROCCONNECT
41.137.132.2;55;MAROCCONNECT
41.139.133.163;56;Safaricom
41.139.135.161;49;Safaricom
41.139.169.77;44;Safaricom
41.139.172.151;36;Safaricom
41.139.177.151;54;Safaricom
41.139.200.19;54;Safaricom
41.150.219.253;15;SAIX-NET
41.159.30.221;25;Gabon-Telecom
41.159.134.156;30;Gabon-Telecom
41.160.85.163;31;Neotel
41.168.27.4;53;Neotel
41.169.78.170;23;Neotel
41.174.104.229;57;Liquid Telecommunications Ltd
41.174.108.130;31;Liquid Telecommunications Ltd
41.175.157.106;47;Liquid Telecommunications Ltd
41.178.57.33;49;LINKdotNET
41.186.72.250;19;MTNRW-ASN
41.189.95.117;25;AFRICAINX
41.190.16.218;28;EMTS-NIGERIA-AS
41.190.150.154;25;Liquid Telecommunications Ltd
41.193.44.189;20;Vox-Telecom
41.193.198.16;45;Vox-Telecom
41.193.198.41;32;Vox-Telecom
41.193.209.106;43;Vox-Telecom
41.196.11.18;25;LINKdotNET
41.199.124.156;56;Etisalat Misr
41.201.8.10;28;Telecom Algeria
41.203.65.118;53;globacom-as
41.204.239.114;15;DIRECT ON PC
41.205.77.46;47;Creolink
41.205.148.9;31;TELECOM-NAMIBIA
41.206.23.135;58;MTN NIGERIA Communication limited
41.207.25.50;46;ORANGE-COTE-IVOIRE
41.207.177.9;49;TogoTelecom, Togo
41.210.223.51;22;movicel-as
41.215.79.26;33;ACCESSKENYA GROUP LTD is an ISP serving
41.215.168.1;30;Airtel-Ghana
41.216.188.92;41;
41.219.61.253;50;SUDATEL-SENEGAL
41.219.191.2;44;Netcom Africa
41.220.30.132;43;TELONE
41.220.30.133;30;TELONE
41.220.30.134;35;TELONE
41.220.127.218;37;ACCESSKENYA GROUP LTD is an ISP serving
41.220.193.1;50;mcelISP
41.221.251.67;54;EBONET
41.223.119.28;40;MTN Zambia
41.224.9.130;16;ORANGE
41.224.248.24;41;ORANGE
41.224.249.124;57;ORANGE
41.225.1.14;21;GLOBALNET-AS
41.225.3.97;30;GLOBALNET-AS
41.225.11.192;46;GLOBALNET-AS
41.225.16.242;25;GLOBALNET-AS
41.225.24.18;20;GLOBALNET-AS
41.225.231.146;56;GLOBALNET-AS
41.226.4.196;39;TOPNET
41.226.13.202;43;TOPNET
41.226.25.113;38;TOPNET
41.226.32.134;50;TOPNET
41.226.177.72;22;TOPNET
41.226.177.182;54;TOPNET
41.226.179.73;44;TOPNET
41.226.180.212;43;TOPNET
41.226.251.178;17;TOPNET
41.226.253.247;46;TOPNET
41.226.255.160;54;TOPNET
41.227.9.237;15;ATI-ISP
41.227.24.194;56;GLOBALNET-AS
41.227.31.54;50;GLOBALNET-AS
41.227.194.163;27;Hexabyte-AS
41.228.22.157;21;TUNISIANA
41.228.32.96;30;TUNISIANA
41.228.171.52;45;ORANGE
41.228.175.10;34;ORANGE
41.230.8.76;21;TOPNET
41.230.33.62;30;TOPNET
41.230.48.28;39;TOPNET
41.230.58.56;15;TOPNET
41.230.62.178;36;TOPNET
41.230.216.20;33;ORANGE
41.231.36.107;17;Tunisia BackBone AS
41.231.84.238;40;Tunisia BackBone AS
41.231.87.9;28;Tunisia BackBone AS
41.231.113.34;54;Tunisia BackBone AS
41.231.114.21;55;Tunisia BackBone AS
41.242.66.101;57;GTNL1-AS
42.1.72.0;19;MOBIFONE Corporation
42.1.74.45;52;MOBIFONE Corporation
42.51.39.209;27;Zhengzhou Fastidc Technology Co.,Ltd.
42.100.23.96;24;Chinanet
42.116.19.140;47;The Corporation for Financing & Promoting Technology
42.193.192.91;27;Shenzhen Tencent Computer Systems Company Limited
42.200.81.199;39;HKT Limited
42.200.92.81;20;HKT Limited
42.200.146.75;27;HKT Limited
42.200.172.134;32;HKT Limited
42.200.213.82;57;HKT Limited
42.242.8.91;30;Chinanet
42.247.12.2;44;China Education and Research Network Center
43.129.39.141;42;Tencent Building, Kejizhongyi Avenue
43.129.40.171;50;Tencent Building, Kejizhongyi Avenue
43.129.55.47;48;Tencent Building, Kejizhongyi Avenue
43.131.23.30;15;Tencent Building, Kejizhongyi Avenue
43.133.10.29;26;Tencent Building, Kejizhongyi Avenue
43.133.56.30;27;Tencent Building, Kejizhongyi Avenue
43.133.64.54;54;Tencent Building, Kejizhongyi Avenue
43.133.68.16;50;Tencent Building, Kejizhongyi Avenue
43.133.129.69;50;Tencent Building, Kejizhongyi Avenue
43.133.129.213;23;Tencent Building, Kejizhongyi Avenue
43.133.133.33;40;Tencent Building, Kejizhongyi Avenue
43.133.134.74;53;Tencent Building, Kejizhongyi Avenue
43.133.137.82;52;Tencent Building, Kejizhongyi Avenue
43.133.138.234;50;Tencent Building, Kejizhongyi Avenue
43.133.140.249;48;Tencent Building, Kejizhongyi Avenue
43.133.145.176;42;Tencent Building, Kejizhongyi Avenue
43.133.145.201;48;Tencent Building, Kejizhongyi Avenue
43.133.145.230;49;Tencent Building, Kejizhongyi Avenue
43.133.146.174;34;Tencent Building, Kejizhongyi Avenue
43.133.150.176;39;Tencent Building, Kejizhongyi Avenue
43.134.0.225;27;Tencent Building, Kejizhongyi Avenue
